country_name,related,last,previous
Namibia,Inflation Rate YoY,5.05,5.45
Namibia,Inflation Rate MoM,0.01,1.27
New Zealand,CPI,1259.0,1253.0
New Zealand,Core Consumer Prices,1250.0,1244.0
New Zealand,CPI Housing Utilities,1347.0,1336.0
New Zealand,CPI Transportation,1301.0,1305.0
New Zealand,Export Prices,1367.0,1427.0
New Zealand,Food Inflation YoY,2.1,4.0
New Zealand,GDP Deflator,1464.0,1436.0
New Zealand,Import Prices,1052.0,1013.0
New Zealand,Inflation Rate YoY,4.7,5.6
New Zealand,Inflation Rate,0.5,1.8
New Zealand,Producer Prices,1397.0,1387.0
Mozambique,Consumer Price Index CPI,102.93,102.45
Mozambique,CPI Housing Utilities,146.83,145.99
Mozambique,CPI Transportation,170.07,170.09
Mozambique,Food Inflation,6.89,7.05
Mozambique,Inflation Rate YoY,4.0,4.19
Mozambique,Inflation Rate MoM,0.47,0.93
Mozambique,Producer Prices,141.1,139.2
Paraguay,Consumer Price Index CPI,131.0,131.0
Paraguay,Core Consumer Prices,131.0,130.5
Paraguay,Core Inflation Rate,4.6,4.7
Paraguay,CPI Housing Utilities,115.5,115.4
Paraguay,CPI Transportation,144.0,144.6
Paraguay,Food Inflation,7.4,8.8
Paraguay,GDP Deflator,139.68,138.68
Paraguay,Inflation Rate YoY,2.9,3.4
Paraguay,Inflation Rate MoM,0.0,0.9
Paraguay,Producer Prices,158.0,158.7
Paraguay,PPI YoY,-3.07,-1.67
Morocco,Consumer Price Index CPI,117.5,118.2
Morocco,Core Inflation Rate,2.9,3.4
Morocco,CPI Housing Utilities,105.1,105.1
Morocco,CPI Transportation,120.5,121.3
Morocco,Food Inflation,4.3,6.8
Morocco,Inflation Rate YoY,2.3,3.4
Morocco,Inflation Rate MoM,-0.6,-0.1
Morocco,Producer Prices,119.2,119.3
Moldova,Consumer Price Index CPI,4102.06,4073.06
Moldova,Core Inflation Rate,6.4,6.4
Moldova,Food Inflation,3.47,4.24
Moldova,Inflation Rate YoY,4.3,4.55
Moldova,Inflation Rate MoM,0.7,0.79
Moldova,Producer Prices,206.0,207.6
Moldova,PPI YoY,-0.7,1.4
Mongolia,Consumer Price Index CPI,141.6,140.6
Mongolia,CPI Housing Utilities,129.9,129.6
Mongolia,CPI Transportation,131.7,132.2
Mongolia,Food Inflation,10.3,11.7
Mongolia,Inflation Rate YoY,7.0,7.6
Mongolia,Inflation Rate MoM,0.7,0.8
Mongolia,Producer Prices,223.0,255.8
Mongolia,Producer Prices Change,3.7,6.1
Nicaragua,Consumer Price Index CPI,303.3,302.5
Nicaragua,Core Consumer Prices,280.0,278.66
Nicaragua,Core Inflation Rate,6.31,6.32
Nicaragua,CPI Housing Utilities,251.0,250.4
Nicaragua,CPI Transportation,254.7,254.6
Nicaragua,Food Inflation,6.76,7.26
Nicaragua,Inflation Rate YoY,5.79,5.6
Nicaragua,Inflation Rate MoM,0.28,1.57
Mauritania,Consumer Price Index CPI,123.8,123.6
Mauritania,CPI Housing Utilities,119.4,119.0
Mauritania,CPI Transportation,125.9,125.5
Mauritania,Food Inflation,3.1,4.1
Mauritania,Inflation Rate,2.6,1.8
Mauritania,Inflation Rate MoM,0.1,0.2
New Caledonia,Consumer Price Index CPI,104.91,104.38
New Caledonia,CPI Housing Utilities,104.25,104.24
New Caledonia,CPI Transportation,105.15,105.12
New Caledonia,Food Inflation,-0.2,-1.0
New Caledonia,Inflation Rate,0.0,-0.1
New Caledonia,Inflation Rate MoM,0.8,-0.1
Malta,Consumer Price Index CPI,117.73,118.8
Malta,CPI Housing Utilities,128.22,127.6
Malta,CPI Transportation,109.02,109.47
Malta,GDP Deflator,79.36,79.1
Malta,Harmonised Consumer Prices,118.13,117.77
Malta,Harmonised Inflation Rate MoM,0.3,-0.4
Malta,Harmonised Inflation Rate YoY,3.1,3.7
Malta,Inflation Rate YoY,3.7,3.7
Malta,Inflation Rate MoM,-0.4,-0.2
Malta,Producer Prices,109.07,108.14
Malta,PPI YoY,0.9,0.9
Maldives,Consumer Price Index CPI,102.35,102.52
Maldives,CPI Housing Utilities,100.6,101.0
Maldives,CPI Transportation,101.5,102.19
Maldives,Food Inflation,5.4,-5.7
Maldives,Inflation Rate,0.88,2.02
Mexico,Consumer Price Index CPI,133.68,133.56
Mexico,Core Consumer Prices,132.95,132.29
Mexico,Core Inflation Rate YoY,4.64,4.76
Mexico,CPI Housing Utilities,121.1,119.63
Mexico,CPI Transportation,126.73,125.43
Mexico,Food Inflation,5.07,7.28
Mexico,GDP Deflator,130.05,127.69
Mexico,Inflation Rate YoY,4.4,4.88
Mexico,Inflation Rate MoM,0.09,0.89
Mexico,Mid-month Core Inflation Rate MoM,0.24,0.25
Mexico,Mid-month Core Inflation Rate YoY,4.63,4.78
Mexico,Mid-month Inflation Rate MoM,-0.1,0.49
Mexico,Mid-month Inflation Rate YoY,4.45,4.9
Mexico,Producer Prices,122.62,122.23
Mexico,Producer Prices Change,1.5,1.2
Madagascar,Consumer Price Index CPI,169.0,167.5
Madagascar,CPI Housing Utilities,153.0,150.8
Madagascar,CPI Transportation,160.4,159.4
Madagascar,Food Inflation,7.6,8.8
Madagascar,Inflation Rate,7.1,7.44
Madagascar,Inflation Rate MoM,0.93,0.97
Malaysia,Consumer Price Index CPI,131.4,131.2
Malaysia,Core Inflation Rate,1.8,1.9
Malaysia,CPI Housing Utilities,126.5,126.0
Malaysia,CPI Transportation,121.2,121.3
Malaysia,Export Prices,147.2,148.0
Malaysia,Food Inflation,2.0,2.3
Malaysia,GDP Deflator,114.0,115.0
Malaysia,Import Prices,128.5,128.7
Malaysia,Inflation Rate YoY,1.5,1.5
Malaysia,Inflation Rate MoM,0.2,0.2
Malaysia,Producer Prices,117.9,118.0
Malaysia,PPI YoY,-0.6,-1.3
Malawi,Consumer Price Index CPI,176.03,168.68
Malawi,CPI Housing Utilities,157.49,152.55
Malawi,CPI Transportation,166.03,163.8
Malawi,Food Inflation,44.9,37.1
Malawi,Inflation Rate YoY,35.0,34.5
Macau,Consumer Price Index CPI,105.15,105.33
Macau,CPI Housing Utilities,99.97,99.82
Macau,CPI Transportation,106.14,108.04
Macau,Export Prices,152.3,125.4
Macau,Food Inflation,1.73,2.39
Macau,GDP Deflator,110.2,108.5
Macau,Import Prices,202.3,192.2
Macau,Inflation Rate YoY,1.01,1.42
Macau,Inflation Rate MoM,-0.17,0.27
Luxembourg,Food Inflation,4.26,6.39
Luxembourg,Consumer Price Index CPI,122.33,120.61
Luxembourg,Core Consumer Prices,120.64,119.19
Luxembourg,Core Inflation Rate,3.39,3.98
Luxembourg,CPI Housing Utilities,122.63,121.74
Luxembourg,CPI Transportation,119.63,118.33
Luxembourg,GDP Deflator,128.82,122.99
Luxembourg,Harmonised Consumer Prices,124.34,122.31
Luxembourg,Inflation Rate YoY,3.2,3.45
Luxembourg,Inflation Rate MoM,1.4,-0.5
Luxembourg,Producer Prices,145.3,146.38
Luxembourg,PPI YoY,-2.7,-1.4
Montenegro,Consumer Price Index CPI,135.2,134.6
Montenegro,CPI Housing Utilities,130.5,130.3
Montenegro,CPI Transportation,127.4,124.5
Montenegro,Export Prices,179.4,179.6
Montenegro,Food Inflation,0.9,1.3
Montenegro,Harmonised Consumer Prices,134.0,133.39
Montenegro,Harmonised Inflation Rate YoY,4.9,5.0
Montenegro,Inflation Rate YoY,4.3,4.4
Montenegro,Inflation Rate MoM,0.4,0.5
Montenegro,Producer Prices,206.5,202.1
Montenegro,PPI YoY,5.5,2.4
Norway,Food Inflation,6.3,8.68
Norway,CPI,132.3,132.0
Norway,Core Consumer Prices,128.2,127.7
Norway,Core Inflation Rate YoY,4.9,5.3
Norway,CPI Housing Utilities,136.2,137.1
Norway,CPI Transportation,136.9,134.6
Norway,Export Prices,193.5,182.4
Norway,GDP Deflator,113.88,111.16
Norway,Harmonised Consumer Prices,134.2,133.9
Norway,Import Prices,208.5,201.5
Norway,Inflation Rate YoY,4.5,4.7
Norway,Inflation Rate MoM,0.2,0.1
Norway,Producer Prices,109.1,111.9
Norway,PPI YoY,-12.6,-12.9
Libya,Consumer Price Index CPI,296.5,296.3
Libya,CPI Housing Utilities,194.5,194.4
Libya,CPI Transportation,215.2,215.2
Libya,Food Inflation,2.74,3.11
Libya,Inflation Rate,1.8,2.0
Libya,Inflation Rate MoM,0.1,0.1
Macedonia,Food Inflation,1.47,1.9
Macedonia,Consumer Price Index CPI,149.0,149.52
Macedonia,Core Consumer Prices,146.72,146.46
Macedonia,Core Inflation Rate,2.67,3.11
Macedonia,GDP Deflator,108.0,103.6
Macedonia,Inflation Rate YoY,3.0,3.2
Macedonia,Inflation Rate MoM,0.4,-0.3
Macedonia,Producer Prices,138.8,135.9
Macedonia,PPI YoY,-2.9,-2.8
Mauritius,Consumer Price Index CPI,138.62,135.16
Mauritius,Core Inflation Rate,3.4,3.5
Mauritius,CPI Housing Utilities,111.32,111.32
Mauritius,CPI Transportation,138.89,140.74
Mauritius,Export Prices,156.7,156.0
Mauritius,Food Inflation,15.2,9.5
Mauritius,Inflation Rate YoY,6.2,5.2
Mauritius,Inflation Rate MoM,2.5,2.4
Mauritius,Producer Prices,149.9,149.5
Mauritius,Producer Prices Change,0.9,1.1
Lesotho,Consumer Price Index CPI,111.14,110.16
Lesotho,CPI Housing Utilities,107.34,107.47
Lesotho,CPI Transportation,104.78,106.1
Lesotho,Food Inflation,11.7,10.3
Lesotho,Inflation Rate,8.2,7.2
Lesotho,Inflation Rate MoM,0.9,0.9
Mali,Consumer Price Index CPI,115.6,117.0
Mali,Core Consumer Prices,115.2,114.3
Mali,Core Inflation Rate,2.4,2.3
Mali,CPI Housing Utilities,101.9,105.5
Mali,CPI Transportation,105.6,110.7
Mali,Food Inflation,1.0,1.0
Mali,Inflation Rate,-0.4,0.5
Mali,Inflation Rate MoM,-1.2,-0.3
Lebanon,Consumer Price Index CPI,6149.46,5978.13
Lebanon,CPI Housing Utilities,1293.28,1226.25
Lebanon,CPI Transportation,10366.53,10306.21
Lebanon,Food Inflation,180.96,207.6
Lebanon,Inflation Rate YoY,177.25,192.26
Lebanon,Inflation Rate MoM,2.87,0.02
Latvia,Food Inflation,1.5,2.9
Latvia,CPI,143.4,143.3
Latvia,CPI Housing Utilities,157.4,158.7
Latvia,CPI Transportation,132.1,128.7
Latvia,Export Prices,131.2,131.9
Latvia,GDP Deflator,1.39,1.41
Latvia,Import Prices,113.7,114.6
Latvia,Inflation Rate YoY,0.4,0.9
Latvia,Inflation Rate MoM,0.1,0.8
Latvia,Producer Prices,151.6,150.9
Latvia,PPI YoY,-8.1,-11.3
Kyrgyzstan,Consumer Price Index CPI,403.5,400.5
Kyrgyzstan,Core Inflation Rate,6.3,6.2
Kyrgyzstan,CPI Housing Utilities,403.9,403.8
Kyrgyzstan,CPI Transportation,332.4,314.9
Kyrgyzstan,Food Inflation,0.4,2.0
Kyrgyzstan,Inflation Rate YoY,5.1,5.9
Kyrgyzstan,Inflation Rate MoM,0.7,0.2
Kyrgyzstan,Producer Prices,258.5,256.2
Kyrgyzstan,PPI YoY,7.93,10.0
Kuwait,Consumer Price Index CPI,132.1,131.9
Kuwait,CPI Transportation,142.7,143.1
Kuwait,Food Inflation,4.8,4.74
Kuwait,Inflation Rate YoY,3.3,3.37
Kuwait,Inflation Rate MoM,0.2,0.3
Kenya,Consumer Price Index CPI,138.34,138.15
Kenya,Food Inflation,6.9,7.9
Kenya,Inflation Rate YoY,6.3,6.9
Kenya,Inflation Rate MoM,0.1,0.4
Kenya,Producer Prices,145.92,140.35
Kenya,PPI YoY,10.49,9.83
Liberia,CPI Housing Utilities,298.53,300.85
Liberia,CPI Transportation,1298.53,1299.47
Liberia,Food Inflation,16.86,23.49
Liberia,Inflation Rate,10.14,9.96
Liberia,Inflation Rate MoM,0.05,-1.32
Kosovo,Consumer Price Index CPI,130.4,130.2
Kosovo,CPI Housing Utilities,128.2,129.3
Kosovo,CPI Transportation,121.9,121.2
Kosovo,Food Inflation,1.5,2.4
Kosovo,Import Prices,161.8,163.4
Kosovo,Inflation Rate YoY,2.2,1.8
Kosovo,Inflation Rate MoM,0.15,0.31
Kosovo,Producer Prices,129.6,127.8
Kosovo,PPI YoY,2.7,-12.6
Japan,Food Inflation,5.7,6.7
Japan,Goods Inflation,2.1,2.8
Japan,Rent Inflation,0.2,0.1
Japan,Services Inflation,2.2,2.3
Japan,Core Inflation Rate YoY,2.0,2.3
Japan,Inflation Rate Ex-Food and Energy YoY,3.5,3.7
Japan,CPI Transportation,97.2,97.1
Japan,Inflation Rate YoY,2.2,2.6
Japan,Inflation Rate MoM,0.0,0.1
Japan,Tokyo CPI YoY,2.6,1.6
Jordan,Rent Inflation,4.1,3.25
Jordan,Consumer Price Index CPI,109.7,109.8
Jordan,CPI Housing Utilities,114.9,115.0
Jordan,CPI Transportation,110.59,111.46
Jordan,Export Prices,227.0,222.1
Jordan,Food Inflation,2.2,1.8
Jordan,Import Prices,298.8,323.1
Jordan,Inflation Rate YoY,1.6,1.95
Jordan,Inflation Rate MoM,0.3,-0.09
Jordan,Producer Prices,106.9,107.3
Jordan,PPI YoY,-1.38,-2.1
Kazakhstan,CPI Transportation,116.3,115.4
Kazakhstan,Export Prices,108.3,109.4
Kazakhstan,Food Inflation,7.4,8.2
Kazakhstan,Import Prices,101.3,103.3
Kazakhstan,Inflation Rate YoY,9.3,9.5
Kazakhstan,Inflation Rate MoM,1.1,0.8
Ivory Coast,Consumer Price Index CPI,122.9,124.0
Ivory Coast,CPI Housing Utilities,126.8,126.5
Ivory Coast,CPI Transportation,121.3,121.9
Ivory Coast,Food Inflation,4.5,6.7
Ivory Coast,Inflation Rate YoY,3.1,3.9
Ivory Coast,Inflation Rate MoM,-0.9,0.9
Ireland,CPI,99.7,98.7
Ireland,Core Consumer Prices,99.7,98.6
Ireland,Core Inflation Rate,4.62,5.34
Ireland,CPI Housing Utilities,100.2,100.0
Ireland,CPI Transportation,98.8,95.9
Ireland,Export Prices,103.1,103.4
Ireland,Food Inflation,4.0,4.6
Ireland,Harmonised Consumer Prices,118.5,117.2
Ireland,Import Prices,106.1,111.0
Ireland,Inflation Rate YoY,3.4,4.1
Ireland,Inflation Rate MoM,1.0,-1.3
Ireland,Producer Prices,88.6,87.4
Ireland,Wholesale Prices YoY,2.2,2.1
Italy,Energy Inflation,-17.3,-21.2
Italy,Food Inflation,3.9,5.8
Italy,Services Inflation,2.9,2.9
Italy,CPI Prel,120.2,120.1
Italy,Core Consumer Prices,114.2,114.0
Italy,Core Inflation Rate,2.33,2.7
Italy,CPI Housing Utilities,144.0,146.9
Italy,CPI Transportation,123.5,121.8
Italy,Export Prices,127.6,126.8
Italy,GDP Deflator,117.6,116.97
Italy,Harmonised Consumer Prices,120.4,120.4
Italy,Import Prices,121.1,120.9
Italy,Inflation Rate YoY,0.75,0.84
Italy,Inflation Rate MoM,0.1,0.3
Italy,Producer Prices,121.5,123.6
Italy,PPI YoY,-10.7,-16.0
Israel,Consumer Price Index CPI,105.4,105.0
Israel,Core Consumer Prices,105.2,104.9
Israel,Core Inflation Rate,2.53,2.74
Israel,CPI Housing Utilities,106.9,107.2
Israel,CPI Transportation,108.1,107.4
Israel,Export Prices,107.5,107.0
Israel,Food Inflation,5.25,5.22
Israel,GDP Deflator,117.25,116.38
Israel,Import Prices,117.2,117.9
Israel,Inflation Rate YoY,2.5,2.6
Israel,Inflation Rate MoM,0.4,0.0
Israel,Producer Prices,122.3,121.9
Indonesia,Consumer Price Index CPI,105.58,105.19
Indonesia,Core Consumer Prices,103.37,103.23
Indonesia,Core Inflation Rate YoY,1.68,1.68
Indonesia,CPI Housing Utilities,102.2,102.14
Indonesia,CPI Transportation,109.04,108.85
Indonesia,Export Prices,187.1,185.5
Indonesia,Food Inflation,6.36,5.84
Indonesia,GDP Deflator,168.92,169.44
Indonesia,Import Prices,174.1,175.18
Indonesia,Inflation Rate YoY,2.75,2.57
Indonesia,Inflation Rate MoM,0.37,0.04
Indonesia,Producer Prices,118.6,117.74
Indonesia,Producer Prices Change,3.23,2.8
Iran,Consumer Price Index CPI,225.7,222.7
Iran,CPI Housing Utilities,211.5,205.8
Iran,CPI Transportation,206.8,201.0
Iran,Export Prices,178.7,183.3
Iran,Food Inflation,31.6,38.9
Iran,Import Prices,453.5,434.3
Iran,Inflation Rate YoY,35.8,38.5
Iran,Inflation Rate MoM,1.4,2.6
Iran,Producer Prices,975.2,892.0
Lithuania,CPI,153.1,152.0
Lithuania,CPI Housing Utilities,168.69,167.53
Lithuania,CPI Transportation,142.88,139.18
Lithuania,Export Prices,95.7,93.3
Lithuania,Food Inflation,-1.0,-0.3
Lithuania,GDP Deflator,154.41,151.81
Lithuania,Harmonised Consumer Prices,150.38,149.34
Lithuania,Import Prices,90.5,83.9
Lithuania,Inflation Rate YoY,0.7,0.7
Lithuania,Inflation Rate MoM,0.7,0.3
Lithuania,Producer Prices,121.6,122.8
Lithuania,PPI YoY,-5.1,-5.7
Laos,Consumer Price Index CPI,215.95,211.5
Laos,Food Inflation,25.49,25.26
Laos,Inflation Rate,25.35,24.44
Laos,Inflation Rate MoM,2.11,1.49
Liechtenstein,Inflation Rate,1.2,1.7
Hungary,Food Inflation,-0.6,1.0
Hungary,CPI,1955.5,1942.4
Hungary,Core Consumer Prices,603.1,602.2
Hungary,Core Inflation Rate YoY,5.1,6.1
Hungary,CPI Transportation,99.6,95.2
Hungary,Export Prices,93.1,92.7
Hungary,GDP Deflator,184.9,173.45
Hungary,Import Prices,86.0,84.8
Hungary,Inflation Rate YoY,3.7,3.8
Hungary,Inflation Rate MoM,0.7,0.7
Hungary,Producer Prices,139.3,139.0
Hungary,PPI YoY,-6.8,-7.2
Iceland,CPI,615.4,607.3
Iceland,Core Consumer Prices,342.9,338.1
Iceland,Core Inflation Rate,6.76,6.79
Iceland,CPI Housing Utilities,671.8,663.1
Iceland,CPI Transportation,187.72,186.68
Iceland,Food Inflation,7.5,8.9
Iceland,GDP Deflator,141.13,133.27
Iceland,Inflation Rate YoY,6.6,6.7
Iceland,Inflation Rate MoM,1.3,-0.2
Iceland,Producer Prices,276.5,277.6
Iceland,PPI YoY,-5.9,-3.9
Hong Kong,Consumer Price Index CPI,106.6,106.7
Hong Kong,CPI Transportation,107.3,107.9
Hong Kong,Export Prices,113.8,114.4
Hong Kong,Food Inflation,1.0,2.3
Hong Kong,GDP Deflator,106.0,106.5
Hong Kong,Import Prices,115.2,113.8
Hong Kong,Inflation Rate YoY,1.7,2.4
Hong Kong,Inflation Rate MoM,-0.1,0.1
Hong Kong,Producer Prices,113.8,114.8
Hong Kong,Producer Prices Change,2.7,3.0
Guyana,Consumer Price Index CPI,138.86,139.43
Guyana,Food Inflation,1.6,3.8
Guyana,Inflation Rate,0.9,1.98
Guyana,Inflation Rate MoM,-0.4,0.5
India,Consumer Price Index CPI,185.8,185.5
India,CPI Housing Utilities,178.5,177.6
India,CPI Transportation,167.0,166.8
India,Food Inflation,8.66,8.3
India,GDP Deflator,172.6,170.2
India,Inflation Rate YoY,5.09,5.1
India,Inflation Rate MoM,0.16,-0.11
Jamaica,Consumer Price Index CPI,136.6,136.7
Jamaica,CPI Housing Utilities,125.6,124.6
Jamaica,CPI Transportation,129.4,130.9
Jamaica,Food Inflation,8.9,8.75
Jamaica,Inflation Rate YoY,7.4,6.9
Jamaica,Inflation Rate MoM,-0.1,0.5
Guinea Bissau,Inflation Rate,3.1,3.1
Guatemala,Consumer Price Index CPI,100.17,100.03
Guatemala,CPI Housing Utilities,99.37,99.44
Guatemala,CPI Transportation,102.23,100.71
Guatemala,Food Inflation,4.88,7.25
Guatemala,Inflation Rate,3.3,3.82
Guatemala,Inflation Rate MoM,0.14,0.03
Greece,Food Inflation,6.66,8.33
Greece,Consumer Price Index CPI,115.61,115.5
Greece,Core Consumer Prices,107.84,107.97
Greece,Core Inflation Rate,2.7,3.2
Greece,CPI Housing Utilities,120.54,120.03
Greece,CPI Transportation,120.34,118.43
Greece,GDP Deflator,113.27,108.37
Greece,Harmonised Consumer Prices,116.04,115.89
Greece,Import Prices,133.77,131.51
Greece,Inflation Rate YoY,2.9,3.1
Greece,Inflation Rate MoM,0.1,-0.8
Greece,Producer Prices,138.0,136.8
Greece,PPI YoY,-7.0,-6.6
Haiti,Consumer Price Index CPI,362.5,358.6
Haiti,Food Inflation,28.3,28.1
Haiti,Inflation Rate,20.9,21.2
Haiti,Inflation Rate MoM,1.1,2.9
Ghana,Consumer Price Index CPI,207.79,204.55
Ghana,CPI Housing Utilities,243.2,241.79
Ghana,CPI Transportation,195.22,194.53
Ghana,Inflation Rate YoY,23.2,23.5
Ghana,Inflation Rate MoM,1.58,2.0
Gambia,Consumer Price Index CPI,152.42,151.55
Gambia,CPI Housing Utilities,146.26,146.12
Gambia,CPI Transportation,136.34,136.3
Gambia,Food Inflation,20.39,22.03
Gambia,Inflation Rate,16.15,17.3
Gambia,Inflation Rate MoM,0.57,0.75
Gabon,Consumer Price Index CPI,112.5,112.3
Gabon,CPI Transportation,112.4,112.1
Gabon,Inflation Rate,2.25,2.3
Guinea,Consumer Price Index CPI,155.1,153.2
Guinea,Core Consumer Prices,136.8,136.8
Guinea,Core Inflation Rate,3.7,1.7
Guinea,CPI Housing Utilities,185.9,181.4
Guinea,CPI Transportation,140.3,140.2
Guinea,Food Inflation,14.9,14.4
Guinea,Inflation Rate,9.3,9.27
Guinea,Inflation Rate MoM,1.5,0.4
France,Energy Inflation,4.3,1.9
France,Food Inflation,3.6,5.7
France,Services Inflation,3.2,3.2
France,Consumer Price Index CPI,119.21,118.19
France,Core Consumer Prices,115.57,115.19
France,Core Inflation Rate,2.7,3.0
France,CPI Housing Utilities,131.45,128.93
France,CPI Transportation,126.91,124.54
France,Harmonised Consumer Prices,122.3,121.2
France,Inflation Rate YoY,3.0,3.1
France,Inflation Rate MoM,0.8,-0.2
France,PPI MoM,-1.3,-0.1
France,Producer Prices,129.9,131.6
France,PPI YoY,-5.1,-1.3
Fiji,Consumer Price Index CPI,124.0,122.4
Fiji,CPI Housing Utilities,102.2,102.5
Fiji,CPI Transportation,122.4,123.6
Fiji,Food Inflation,6.8,3.4
Fiji,Inflation Rate YoY,4.6,3.6
Fiji,Inflation Rate MoM,1.3,-0.6
Fiji,Producer Prices,122.2,121.5
Fiji,Producer Prices Change,3.5,3.8
Finland,CPI,122.5,121.85
Finland,CPI Housing Utilities,186.84,185.85
Finland,CPI Transportation,117.9,116.1
Finland,Export Prices,129.1,129.3
Finland,Food Inflation,-0.47,1.58
Finland,GDP Deflator,120.25,121.15
Finland,Harmonised Consumer Prices,119.8,119.0
Finland,Import Prices,135.0,134.5
Finland,Inflation Rate YoY,3.0,3.3
Finland,Inflation Rate MoM,0.5,0.3
Finland,Producer Prices,133.6,133.3
Finland,PPI YoY,-5.4,-7.6
Finland,Wholesale Prices,2968.0,2963.0
Germany,Baden Wuerttemberg CPI YoY,2.7,3.2
Germany,Bavaria CPI MoM,2.6,2.9
Germany,Brandenburg CPI YoY,3.5,3.7
Germany,Energy Inflation,-2.37,-2.83
Germany,Food Inflation,1.62,4.17
Germany,Hesse CPI YoY,2.1,2.2
Germany,North Rhine Westphalia CPI YoY,2.6,3.0
Germany,Saxony CPI YoY,3.0,3.5
Germany,Services Inflation,3.43,3.35
Germany,CPI,118.1,117.6
Germany,Core Consumer Prices,113.5,112.9
Germany,Core Inflation Rate,3.37,3.39
Germany,CPI Housing Utilities,115.3,115.2
Germany,CPI Transportation,123.7,122.6
Germany,Export Prices,122.0,122.2
Germany,Import Prices,125.5,126.9
Germany,Inflation Rate YoY,2.5,2.9
Germany,Inflation Rate MoM,0.4,0.2
Germany,PPI MoM,0.2,-0.8
Germany,Producer Prices,127.6,127.3
Germany,PPI YoY,-4.4,-5.1
Germany,Wholesale Prices,130.9,131.0
European Union,Consumer Price Index CPI,127.74,127.95
European Union,Core Consumer Prices,119.11,119.95
European Union,Core Inflation Rate,3.75,3.96
European Union,CPI Housing Utilities,136.3,134.52
European Union,CPI Transportation,126.26,127.09
European Union,Food Inflation,5.07,5.87
European Union,GDP Deflator,124.71,122.81
European Union,Inflation Rate,3.1,3.4
European Union,Inflation Rate MoM,-0.2,0.1
European Union,Producer Prices,127.3,128.4
European Union,Producer Prices Change,-8.4,-10.0
Honduras,Consumer Price Index CPI,429.5,426.6
Honduras,CPI Housing Utilities,444.4,442.7
Honduras,CPI Transportation,455.0,458.4
Honduras,Food Inflation,4.41,6.1
Honduras,Inflation Rate,4.5,5.0
Honduras,Inflation Rate MoM,0.68,0.24
Faroe Islands,Consumer Price Index CPI,142.3,140.9
Faroe Islands,Food Inflation,5.8,8.0
Faroe Islands,Inflation Rate YoY,2.8,3.7
Faroe Islands,Inflation Rate MoM,1.0,1.0
Euro Area,Energy Inflation,-3.7,-6.1
Euro Area,Services Inflation,3.9,4.0
Euro Area,CPI,124.37,123.6
Euro Area,Core Consumer Prices,116.81,116.05
Euro Area,Core Inflation Rate YoY,3.1,3.3
Euro Area,CPI Housing Utilities,131.33,129.76
Euro Area,CPI Transportation,124.94,125.69
Euro Area,Energy Prices,150.84,148.64
Euro Area,Food Inflation,5.4,6.1
Euro Area,GDP Deflator,123.74,122.04
Euro Area,Import Prices,110.6,110.8
Euro Area,Consumer Inflation Expectations,3.3,3.2
Euro Area,Inflation Rate YoY,2.6,2.8
Euro Area,Inflation Rate MoM,0.6,-0.4
Euro Area,Producer Prices,125.9,127.0
Euro Area,PPI YoY,-8.6,-10.7
Ethiopia,Food Inflation,31.6,32.2
Ethiopia,Inflation Rate YoY,28.2,29.4
Ethiopia,Inflation Rate MoM,1.0,1.8
Georgia,Consumer Price Index CPI,178.1,178.2
Georgia,Core Inflation Rate,1.4,2.0
Georgia,CPI Housing Utilities,99.48,96.36
Georgia,CPI Transportation,98.96,99.38
Georgia,Export Prices,101.2,97.7
Georgia,Food Inflation,-3.5,-2.4
Georgia,GDP Deflator,103.2,104.7
Georgia,Harmonised Inflation Rate MoM,0.1,0.2
Georgia,Harmonised Inflation Rate YoY,0.0,-0.2
Georgia,Import Prices,99.5,98.8
Georgia,Inflation Rate YoY,0.3,0.0
Georgia,Inflation Rate MoM,-0.04,0.3
Georgia,Producer Prices,225.5,221.8
Georgia,PPI YoY,-0.7,-1.3
Equatorial Guinea,Inflation Rate,5.0,-1.3
Estonia,Food Inflation,3.0,5.0
Estonia,CPI,295.81,295.79
Estonia,CPI Housing Utilities,606.13,632.81
Estonia,CPI Transportation,246.42,242.55
Estonia,Export Prices,452.86,443.66
Estonia,GDP Deflator,154.83,150.88
Estonia,Import Prices,197.91,193.07
Estonia,Inflation Rate YoY,4.2,4.7
Estonia,Inflation Rate MoM,0.0,1.4
Estonia,Producer Prices,159.23,156.17
Estonia,PPI YoY,-1.5,-4.4
Egypt,Consumer Price Index CPI,214.9,193.0
Egypt,Core Consumer Prices,216.2,190.8
Egypt,Core Inflation Rate YoY,35.1,29.0
Egypt,CPI Housing Utilities,135.9,133.7
Egypt,CPI Transportation,175.3,171.5
Egypt,Food Inflation,50.9,47.9
Egypt,Inflation Rate YoY,35.7,29.8
Egypt,Inflation Rate MoM,11.4,1.6
East Timor,Consumer Price Index CPI,124.2,124.7
East Timor,CPI Housing Utilities,101.6,101.6
East Timor,CPI Transportation,111.2,112.2
East Timor,Food Inflation,7.4,12.4
East Timor,Inflation Rate YoY,4.3,8.7
East Timor,Inflation Rate MoM,-0.4,0.3
Dominican Republic,Consumer Price Index CPI,127.09,126.98
Dominican Republic,Core Consumer Prices,123.23,122.89
Dominican Republic,Core Inflation Rate,3.95,4.09
Dominican Republic,CPI Housing Utilities,121.45,121.39
Dominican Republic,CPI Transportation,133.03,132.69
Dominican Republic,Food Inflation,5.6,5.56
